AIRPORT,Year,Month,DOMESTIC_IN,DOMESTIC_OUT,DOMESTIC_TOTAL,INTERNATIONAL_IN,INTERNATIONAL_OUT,INTERNATIONAL_TOTAL,PASSENGERS_IN,PASSENGERS_OUT,PASSENGERS_TOTAL
MELBOURNE,2008,1,848447,822829,1671276,233816,199579,433395,1082263,1022408,2104671
MELBOURNE,2008,2,804566,793116,1597682,204958,169355,374313,1009524,962471,1971995
MELBOURNE,2008,3,865100,883525,1748625,201409,205233,406642,1066509,1088758,2155267
MELBOURNE,2008,4,822051,806803,1628854,191257,185830,377087,1013308,992633,2005941
MELBOURNE,2008,5,792439,791126,1583565,166679,188468,355147,959118,979594,1938712
MELBOURNE,2008,6,756139,785495,1541634,178213,199813,378026,934352,985308,1919660
MELBOURNE,2008,7,854051,827941,1681992,220372,184151,404523,1074423,1012092,2086515
MELBOURNE,2008,8,815624,816699,1632323,186810,188092,374902,1002434,1004791,2007225
MELBOURNE,2008,9,816503,832370,1648873,192424,189709,382133,1008927,1022079,2031006
MELBOURNE,2008,10,896828,875920,1772748,222911,180151,403062,1119739,1056071,2175810
MELBOURNE,2008,11,833876,832249,1666125,195450,199696,395146,1029326,1031945,2061271
MELBOURNE,2008,12,825195,836494,1661689,205898,242270,448168,1031093,1078764,2109857
MELBOURNE,2009,1,856085,833050,1689135,252477,212009,464486,1108562,1045059,2153621
MELBOURNE,2009,2,746205,739743,1485948,210713,168227,378940,956918,907970,1864888
MELBOURNE,2009,3,845636,852062,1697698,202276,196643,398919,1047912,1048705,2096617
MELBOURNE,2009,4,829998,819781,1649779,204299,208083,412382,1034297,1027864,2062161
MELBOURNE,2009,5,776173,775039,1551212,173774,197709,371483,949947,972748,1922695
MELBOURNE,2009,6,721727,758140,1479867,178162,218630,396792,899889,976770,1876659
MELBOURNE,2009,7,837988,809609,1647597,240001,197523,437524,1077989,1007132,2085121
MELBOURNE,2009,8,823229,827693,1650922,203480,205689,409169,1026709,1033382,2060091
MELBOURNE,2009,9,835205,851672,1686877,219950,222581,442531,1055155,1074253,2129408
MELBOURNE,2009,10,898516,877825,1776341,249880,207089,456969,1148396,1084914,2233310
MELBOURNE,2009,11,871745,868621,1740366,218576,228831,447407,1090321,1097452,2187773
MELBOURNE,2009,12,840898,858578,1699476,234725,279025,513750,1075623,1137603,2213226
MELBOURNE,2010,1,857377,826363,1683740,284826,243684,528510,1142203,1070047,2212250
MELBOURNE,2010,2,802637,808660,1611297,243752,204449,448201,1046389,1013109,2059498
MELBOURNE,2010,3,905092,921247,1826339,231673,239252,470925,1136765,1160499,2297264
MELBOURNE,2010,4,896389,873538,1769927,220800,219940,440740,1117189,1093478,2210667
MELBOURNE,2010,5,840775,841892,1682667,188710,221202,409912,1029485,1063094,2092579
MELBOURNE,2010,6,819152,851471,1670623,208773,257409,466182,1027925,1108880,2136805
MELBOURNE,2010,7,944778,913028,1857806,283636,231976,515612,1228414,1145004,2373418
MELBOURNE,2010,8,913529,920169,1833698,231395,241959,473354,1144924,1162128,2307052
MELBOURNE,2010,9,935099,941432,1876531,255664,259528,515192,1190763,1200960,2391723
MELBOURNE,2010,10,981550,974228,1955778,286793,239495,526288,1268343,1213723,2482066
MELBOURNE,2010,11,936055,926714,1862769,240786,250417,491203,1176841,1177131,2353972
MELBOURNE,2010,12,933226,957852,1891078,265242,321150,586392,1198468,1279002,2477470
MELBOURNE,2011,1,932364,895173,1827537,336970,290873,627843,1269334,1186046,2455380
MELBOURNE,2011,2,807515,802662,1610177,274243,220878,495121,1081758,1023540,2105298
MELBOURNE,2011,3,928617,924483,1853100,243754,237994,481748,1172371,1162477,2334848
MELBOURNE,2011,4,915423,915413,1830836,250130,274680,524810,1165553,1190093,2355646
MELBOURNE,2011,5,872415,876279,1748694,230962,247707,478669,1103377,1123986,2227363
MELBOURNE,2011,6,797066,804285,1601351,223865,273382,497247,1020931,1077667,2098598
MELBOURNE,2011,7,907802,900980,1808782,309728,262089,571817,1217530,1163069,2380599
MELBOURNE,2011,8,875410,876729,1752139,259446,261977,521423,1134856,1138706,2273562
MELBOURNE,2011,9,862222,882369,1744591,263756,282047,545803,1125978,1164416,2290394
MELBOURNE,2011,10,933886,910870,1844756,306328,247114,553442,1240214,1157984,2398198
MELBOURNE,2011,11,903717,890863,1794580,267990,269556,537546,1171707,1160419,2332126
MELBOURNE,2011,12,879421,910582,1790003,281266,344223,625489,1160687,1254805,2415492
MELBOURNE,2012,1,926139,886181,1812320,354018,306119,660137,1280157,1192300,2472457
MELBOURNE,2012,2,830879,821103,1651982,291804,232419,524223,1122683,1053522,2176205
MELBOURNE,2012,3,932200,936193,1868393,268269,279024,547293,1200469,1215217,2415686
MELBOURNE,2012,4,897991,892848,1790839,266969,271006,537975,1164960,1163854,2328814
MELBOURNE,2012,5,874047,871643,1745690,230069,259264,489333,1104116,1130907,2235023
MELBOURNE,2012,6,836515,858023,1694538,248038,295361,543399,1084553,1153384,2237937
MELBOURNE,2012,7,953894,944955,1898849,316164,261920,578084,1270058,1206875,2476933
MELBOURNE,2012,8,935216,929624,1864840,271345,275906,547251,1206561,1205530,2412091
MELBOURNE,2012,9,931489,954733,1886222,284472,291959,576431,1215961,1246692,2462653
MELBOURNE,2012,10,1002582,981939,1984521,323971,261191,585162,1326553,1243130,2569683
MELBOURNE,2012,11,1003285,988212,1991497,281637,289422,571059,1284922,1277634,2562556
MELBOURNE,2012,12,939234,969425,1908659,302814,356081,658895,1242048,1325506,2567554
MELBOURNE,2013,1,980802,928327,1909129,363773,309819,673592,1344575,1238146,2582721
MELBOURNE,2013,2,857315,842347,1699662,290165,245270,535435,1147480,1087617,2235097
MELBOURNE,2013,3,958278,995662,1953940,284291,298294,582585,1242569,1293956,2536525
MELBOURNE,2013,4,957148,924505,1881653,284224,278932,563156,1241372,1203437,2444809
MELBOURNE,2013,5,889504,893160,1782664,247987,284390,532377,1137491,1177550,2315041
MELBOURNE,2013,6,861377,881739,1743116,266815,316664,583479,1128192,1198403,2326595
MELBOURNE,2013,7,1027044,1007540,2034584,350003,299718,649721,1377047,1307258,2684305
MELBOURNE,2013,8,978746,973072,1951818,309206,314962,624168,1287952,1288034,2575986
MELBOURNE,2013,9,944229,957575,1901804,308437,314280,622717,1252666,1271855,2524521
MELBOURNE,2013,10,1042381,1027168,2069549,347223,277637,624860,1389604,1304805,2694409
MELBOURNE,2013,11,993447,978633,1972080,297331,296101,593432,1290778,1274734,2565512
MELBOURNE,2013,12,990722,1017563,2008285,334315,392306,726621,1325037,1409869,2734906
MELBOURNE,2014,1,1015397,972715,1988112,405925,345753,751678,1421322,1318468,2739790
MELBOURNE,2014,2,879950,874523,1754473,317446,271754,589200,1197396,1146277,2343673
MELBOURNE,2014,3,982380,989492,1971872,298547,301050,599597,1280927,1290542,2571469
MELBOURNE,2014,4,970657,965801,1936458,314516,330983,645499,1285173,1296784,2581957
MELBOURNE,2014,5,919075,914120,1833195,288008,311686,599694,1207083,1225806,2432889
MELBOURNE,2014,6,883595,924070,1807665,283842,355095,638937,1167437,1279165,2446602
MELBOURNE,2014,7,1022903,993072,2015975,396854,328613,725467,1419757,1321685,2741442
MELBOURNE,2014,8,979763,975378,1955141,323724,340678,664402,1303487,1316056,2619543
MELBOURNE,2014,9,966478,975178,1941656,337512,339350,676862,1303990,1314528,2618518
MELBOURNE,2014,10,1084809,1063726,2148535,381908,312662,694570,1466717,1376388,2843105
MELBOURNE,2014,11,1001601,994496,1996097,328293,335780,664073,1329894,1330276,2660170
MELBOURNE,2014,12,994717,1020431,2015148,355406,417081,772487,1350123,1437512,2787635
MELBOURNE,2015,1,1004854,948075,1952929,438126,370081,808207,1442980,1318156,2761136
MELBOURNE,2015,2,900984,891650,1792634,365109,313219,678328,1266093,1204869,2470962
MELBOURNE,2015,3,1005878,1039069,2044947,345323,371197,716520,1351201,1410266,2761467
MELBOURNE,2015,4,996733,964471,1961204,340239,344512,684751,1336972,1308983,2645955
MELBOURNE,2015,5,936622,936219,1872841,302738,334198,636936,1239360,1270417,2509777
MELBOURNE,2015,6,892847,934705,1827552,308765,379573,688338,1201612,1314278,2515890
MELBOURNE,2015,7,1088788,1042230,2131018,420433,358670,779103,1509221,1400900,2910121
MELBOURNE,2015,8,987007,994987,1981994,363372,369533,732905,1350379,1364520,2714899
MELBOURNE,2015,9,1003849,1002529,2006378,373604,370822,744426,1377453,1373351,2750804
MELBOURNE,2015,10,1087942,1081715,2169657,422440,352894,775334,1510382,1434609,2944991
MELBOURNE,2015,11,1040806,1038007,2078813,369057,367768,736825,1409863,1405775,2815638
MELBOURNE,2015,12,1042951,1067979,2110930,408817,468826,877643,1451768,1536805,2988573
MELBOURNE,2016,1,1054336,987466,2041802,479446,415848,895294,1533782,1403314,2937096
MELBOURNE,2016,2,962294,958670,1920964,409332,354902,764234,1371626,1313572,2685198
MELBOURNE,2016,3,1040159,1071754,2111913,375712,400070,775782,1415871,1471824,2887695
MELBOURNE,2016,4,1034619,975844,2010463,377543,363931,741474,1412162,1339775,2751937
MELBOURNE,2016,5,965286,979592,1944878,329015,361483,690498,1294301,1341075,2635376
MELBOURNE,2016,6,934008,983208,1917216,344024,421392,765416,1278032,1404600,2682632
MELBOURNE,2016,7,1099867,1051762,2151629,473996,402026,876022,1573863,1453788,3027651
MELBOURNE,2016,8,1007425,1007861,2015286,387190,393644,780834,1394615,1401505,2796120
MELBOURNE,2016,9,1059435,1055705,2115140,407615,395718,803333,1467050,1451423,2918473
MELBOURNE,2016,10,1093450,1100268,2193718,439964,373475,813439,1533414,1473743,3007157
MELBOURNE,2016,11,1081488,1066390,2147878,386213,394006,780219,1467701,1460396,2928097
MELBOURNE,2016,12,1063853,1097863,2161716,444950,511091,956041,1508803,1608954,3117757
MELBOURNE,2017,1,1090953,1037134,2128087,523394,456706,980100,1614347,1493840,3108187
MELBOURNE,2017,2,936529,925300,1861829,424162,354176,778338,1360691,1279476,2640167
MELBOURNE,2017,3,1067607,1069795,2137402,388096,397069,785165,1455703,1466864,2922567
MELBOURNE,2017,4,1046704,1038005,2084709,421407,426800,848207,1468111,1464805,2932916
MELBOURNE,2017,5,982991,993236,1976227,355754,384545,740299,1338745,1377781,2716526
MELBOURNE,2017,6,966297,988130,1954427,368104,439357,807461,1334401,1427487,2761888
MELBOURNE,2017,7,1109391,1101270,2210661,498958,427923,926881,1608349,1529193,3137542
MELBOURNE,2017,8,1032519,1026705,2059224,417818,422697,840515,1450337,1449402,2899739
MELBOURNE,2017,9,1047892,1061680,2109572,428355,438578,866933,1476247,1500258,2976505
MELBOURNE,2017,10,1156852,1133498,2290350,486720,396510,883230,1643572,1530008,3173580
MELBOURNE,2017,11,1115131,1106079,2221210,419680,431707,851387,1534811,1537786,3072597
MELBOURNE,2017,12,1083418,1118622,2202040,478099,537167,1015266,1561517,1655789,3217306
MELBOURNE,2018,1,1109308,1061660,2170968,547626,473098,1020724,1656934,1534758,3191692
MELBOURNE,2018,2,968029,959519,1927548,469329,401858,871187,1437358,1361377,2798735
MELBOURNE,2018,3,1098311,1128272,2226583,445563,464345,909908,1543874,1592617,3136491
MELBOURNE,2018,4,1084246,1051772,2136018,453020,441242,894262,1537266,1493014,3030280
MELBOURNE,2018,5,1000156,1007655,2007811,387395,413425,800820,1387551,1421080,2808631
MELBOURNE,2018,6,962605,1010009,1972614,410590,492367,902957,1373195,1502376,2875571
MELBOURNE,2018,7,1149198,1116250,2265448,538582,455634,994216,1687780,1571884,3259664
MELBOURNE,2018,8,1074421,1068580,2143001,464566,473550,938116,1538987,1542130,3081117
MELBOURNE,2018,9,1057707,1073931,2131638,471762,479739,951501,1529469,1553670,3083139
MELBOURNE,2018,10,1166132,1142931,2309063,523788,436520,960308,1689920,1579451,3269371
MELBOURNE,2018,11,1117298,1107531,2224829,461965,473126,935091,1579263,1580657,3159920
MELBOURNE,2018,12,1066835,1110389,2177224,481836,562958,1044794,1548671,1673347,3222018
MELBOURNE,2019,1,1121723,1066341,2188064,568799,501288,1070087,1690522,1567629,3258151
MELBOURNE,2019,2,981359,971364,1952723,483548,405796,889344,1464907,1377160,2842067
MELBOURNE,2019,3,1086603,1092582,2179185,441993,443824,885817,1528596,1536406,3065002
MELBOURNE,2019,4,1087004,1087168,2174172,454777,480480,935257,1541781,1567648,3109429
MELBOURNE,2019,5,1010459,1006610,2017069,414406,429113,843519,1424865,1435723,2860588
MELBOURNE,2019,6,944965,1000243,1945208,413493,488023,901516,1358458,1488266,2846724
MELBOURNE,2019,7,1142322,1109884,2252206,532482,460719,993201,1674804,1570603,3245407
MELBOURNE,2019,8,1080083,1074712,2154795,469163,473554,942717,1549246,1548266,3097512
MELBOURNE,2019,9,1069451,1092161,2161612,459116,468307,927423,1528567,1560468,3089035
MELBOURNE,2019,10,1187346,1159072,2346418,504030,427549,931579,1691376,1586621,3277997
MELBOURNE,2019,11,1122505,1098922,2221427,460493,466560,927053,1582998,1565482,3148480
MELBOURNE,2019,12,1084222,1138546,2222768,495779,575352,1071131,1580001,1713898,3293899
MELBOURNE,2020,1,1116371,1053603,2169974,581276,514803,1096079,1697647,1568406,3266053
MELBOURNE,2020,2,921157,934726,1855883,408642,334254,742896,1329799,1268980,2598779
MELBOURNE,2020,3,624922,619391,1244313,244268,227490,471758,869190,846881,1716071
MELBOURNE,2020,4,20061,21697,41758,5448,12355,17803,25509,34052,59561
MELBOURNE,2020,5,29128,28400,57528,5643,9003,14646,34771,37403,72174
MELBOURNE,2020,6,60190,62328,122518,6431,9456,15887,66621,71784,138405
MELBOURNE,2020,7,29537,31636,61173,49,12705,12754,29586,44341,73927
MELBOURNE,2020,8,6854,13444,20298,0,14761,14761,6854,28205,35059
MELBOURNE,2020,9,8430,14941,23371,0,12320,12320,8430,27261,35691
MELBOURNE,2020,10,12720,14654,27374,0,10603,10603,12720,25257,37977
MELBOURNE,2020,11,48680,50242,98922,511,8346,8857,49191,58588,107779
MELBOURNE,2020,12,340896,398933,739829,5098,10989,16087,345994,409922,755916
MELBOURNE,2021,1,338480,286543,625023,6753,10340,17093,345233,296883,642116
MELBOURNE,2021,2,207398,195779,403177,3119,8122,11241,210517,203901,414418
MELBOURNE,2021,3,479091,494543,973634,1798,8153,9951,480889,502696,983585
MELBOURNE,2021,4,702091,692032,1394123,10375,16770,27145,712466,708802,1421268
MELBOURNE,2021,5,599667,601938,1201605,25732,24656,50388,625399,626594,1251993
MELBOURNE,2021,6,152189,168931,321120,10613,14502,25115,162802,183433,346235
MELBOURNE,2021,7,225224,184414,409638,22227,26795,49022,247451,211209,458660
MELBOURNE,2021,8,33142,25526,58668,3681,8033,11714,36823,33559,70382
MELBOURNE,2021,9,15886,15063,30949,2201,7918,10119,18087,22981,41068
MELBOURNE,2021,10,21168,15719,36887,2111,9855,11966,23279,25574,48853
MELBOURNE,2021,11,165347,169714,335061,19788,25339,45127,185135,195053,380188
MELBOURNE,2021,12,451517,522284,973801,64060,63649,127709,515577,585933,1101510
MELBOURNE,2022,1,571917,515075,1086992,84811,58865,143676,656728,573940,1230668
MELBOURNE,2022,2,496393,503676,1000069,89738,54225,143963,586131,557901,1144032
MELBOURNE,2022,3,753316,751571,1504887,107926,95493,203419,861242,847064,1708306
MELBOURNE,2022,4,958109,966159,1924268,157741,163915,321656,1115850,1130074,2245924
MELBOURNE,2022,5,861600,868868,1730468,182478,180486,362964,1044078,1049354,2093432
MELBOURNE,2022,6,886863,942296,1829159,211256,253957,465213,1098119,1196253,2294372
MELBOURNE,2022,7,980606,937906,1918512,318139,273435,591574,1298745,1211341,2510086
MELBOURNE,2022,8,871004,884415,1755419,289587,260606,550193,1160591,1145021,2305612
PERTH,2000,1,148560,147709,296269,72336,64484,136820,220896,212193,433089
PERTH,2000,2,121176,123532,244708,66068,52829,118897,187244,176361,363605
PERTH,2000,3,144410,141810,286220,62341,66451,128792,206751,208261,415012
PERTH,2000,4,148269,147877,296146,66159,66943,133102,214428,214820,429248
PERTH,2000,5,136087,139535,275622,50973,59270,110243,187060,198805,385865
PERTH,2000,6,137896,139956,277852,55167,64579,119746,193063,204535,397598
PERTH,2000,7,137821,139379,277200,72134,59338,131472,209955,198717,408672
PERTH,2000,8,135134,136587,271721,63905,62378,126283,199039,198965,398004
PERTH,2000,9,161041,164073,325114,65804,62096,127900,226845,226169,453014
PERTH,2000,10,159676,157928,317604,80981,62148,143129,240657,220076,460733
PERTH,2000,11,143017,144481,287498,74412,69788,144200,217429,214269,431698
PERTH,2000,12,155845,151323,307168,80718,79320,160038,236563,230643,467206
PERTH,2001,1,158224,168586,326810,78222,75406,153628,236446,243992,480438
PERTH,2001,2,129141,131577,260718,66945,51049,117994,196086,182626,378712
PERTH,2001,3,151402,150394,301796,66823,67993,134816,218225,218387,436612
PERTH,2001,4,152644,153570,306214,62964,67451,130415,215608,221021,436629
PERTH,2001,5,143772,144280,288052,51849,59795,111644,195621,204075,399696
PERTH,2001,6,142092,142943,285035,58802,67064,125866,200894,210007,410901
PERTH,2001,7,145502,146823,292325,72886,62759,135645,218388,209582,427970
PERTH,2001,8,146486,146179,292665,66192,65246,131438,212678,211425,424103
PERTH,2001,9,118382,118527,236909,71776,66339,138115,190158,184866,375024
PERTH,2001,10,114387,116998,231385,77573,58859,136432,191960,175857,367817
PERTH,2001,11,119436,123339,242775,64610,57426,122036,184046,180765,364811
PERTH,2001,12,140544,136575,277119,75393,73957,149350,215937,210532,426469
PERTH,2002,1,141743,153902,295645,74537,71902,146439,216280,225804,442084
PERTH,2002,2,129722,136090,265812,69733,55801,125534,199455,191891,391346
PERTH,2002,3,136523,135185,271708,72426,67876,140302,208949,203061,412010
PERTH,2002,4,127898,136539,264437,56825,68791,125616,184723,205330,390053
PERTH,2002,5,130450,129651,260101,57756,62436,120192,188206,192087,380293
PERTH,2002,6,118474,119392,237866,59217,67405,126622,177691,186797,364488
PERTH,2002,7,141346,145697,287043,74196,63105,137301,215542,208802,424344
PERTH,2002,8,136980,137579,274559,67477,67349,134826,204457,204928,409385
PERTH,2002,9,142716,143178,285894,72429,68170,140599,215145,211348,426493
PERTH,2002,10,156056,161700,317756,83677,60706,144383,239733,222406,462139
PERTH,2002,11,143646,144100,287746,71636,64282,135918,215282,208382,423664
PERTH,2002,12,162738,160010,322748,77846,80844,158690,240584,240854,481438
PERTH,2003,1,158915,168237,327152,78546,72174,150720,237461,240411,477872
PERTH,2003,2,136400,140060,276460,71789,56256,128045,208189,196316,404505
PERTH,2003,3,156746,158020,314766,64852,65621,130473,221598,223641,445239
PERTH,2003,4,152996,158277,311273,52889,56287,109176,205885,214564,420449
PERTH,2003,5,157762,158397,316159,45320,50501,95821,203082,208898,411980
PERTH,2003,6,146819,147447,294266,51203,56388,107591,198022,203835,401857
PERTH,2003,7,166972,170268,337240,72230,60336,132566,239202,230604,469806
PERTH,2003,8,155791,156477,312268,62888,63434,126322,218679,219911,438590
PERTH,2003,9,167336,166888,334224,74790,68555,143345,242126,235443,477569
PERTH,2003,10,180979,186216,367195,85503,63909,149412,266482,250125,516607
PERTH,2003,11,167167,168497,335664,72981,69922,142903,240148,238419,478567
PERTH,2003,12,186464,179492,365956,84625,85623,170248,271089,265115,536204
PERTH,2004,1,181788,187989,369777,89842,86044,175886,271630,274033,545663
PERTH,2004,2,159092,161941,321033,78288,60862,139150,237380,222803,460183
PERTH,2004,3,182824,182467,365291,71796,74164,145960,254620,256631,511251
PERTH,2004,4,185725,184449,370174,71155,77719,148874,256880,262168,519048
PERTH,2004,5,170806,171814,342620,57656,66660,124316,228462,238474,466936
PERTH,2004,6,166186,166933,333119,63867,71389,135256,230053,238322,468375
PERTH,2004,7,196422,198875,395297,83609,72545,156154,280031,271420,551451
PERTH,2004,8,186086,185234,371320,73432,72063,145495,259518,257297,516815
PERTH,2004,9,192867,188619,381486,75466,65991,141457,268333,254610,522943
PERTH,2004,10,207843,212219,420062,89361,73702,163063,297204,285921,583125
PERTH,2004,11,189096,189525,378621,84746,78693,163439,273842,268218,542060
PERTH,2004,12,197424,191067,388491,91475,96864,188339,288899,287931,576830
PERTH,2005,1,189568,198016,387584,99674,88862,188536,289242,286878,576120
PERTH,2005,2,169047,171240,340287,86176,70692,156868,255223,241932,497155
PERTH,2005,3,197973,194731,392704,89020,86186,175206,286993,280917,567910
PERTH,2005,4,197287,199144,396431,74527,85781,160308,271814,284925,556739
PERTH,2005,5,185490,185585,371075,67369,77161,144530,252859,262746,515605
PERTH,2005,6,177674,178069,355743,75313,86978,162291,252987,265047,518034
PERTH,2005,7,203739,204450,408189,94033,79644,173677,297772,284094,581866
PERTH,2005,8,199641,197631,397272,79714,79578,159292,279355,277209,556564
PERTH,2005,9,213694,216224,429918,86221,79796,166017,299915,296020,595935
PERTH,2005,10,217453,217738,435191,97595,71530,169125,315048,289268,604316
PERTH,2005,11,204604,206082,410686,80761,78913,159674,285365,284995,570360
PERTH,2005,12,219252,210340,429592,91838,99663,191501,311090,310003,621093
PERTH,2006,1,211048,221539,432587,102499,86673,189172,313547,308212,621759
PERTH,2006,2,180765,183329,364094,84447,68749,153196,265212,252078,517290
PERTH,2006,3,215908,216251,432159,77375,80277,157652,293283,296528,589811
PERTH,2006,4,223364,223317,446681,79272,89197,168469,302636,312514,615150
PERTH,2006,5,218306,217135,435441,65666,73398,139064,283972,290533,574505
PERTH,2006,6,202140,201554,403694,70329,82582,152911,272469,284136,556605
PERTH,2006,7,233755,238277,472032,96083,80422,176505,329838,318699,648537
PERTH,2006,8,225482,226978,452460,80202,76904,157106,305684,303882,609566
PERTH,2006,9,234665,242285,476950,83593,77106,160699,318258,319391,637649
PERTH,2006,10,262833,259340,522173,105339,80122,185461,368172,339462,707634
PERTH,2006,11,247483,248381,495864,88605,81909,170514,336088,330290,666378
PERTH,2006,12,249272,246463,495735,109355,114773,224128,358627,361236,719863
PERTH,2007,1,244674,253638,498312,116820,99440,216260,361494,353078,714572
PERTH,2007,2,209585,214564,424149,96188,76677,172865,305773,291241,597014
PERTH,2007,3,254300,250966,505266,91010,93496,184506,345310,344462,689772
PERTH,2007,4,254351,256080,510431,91680,100841,192521,346031,356921,702952
PERTH,2007,5,235472,238249,473721,77954,87480,165434,313426,325729,639155
PERTH,2007,6,230159,228118,458277,85112,100610,185722,315271,328728,643999
PERTH,2007,7,262928,272675,535603,118158,96690,214848,381086,369365,750451
PERTH,2007,8,260685,258443,519128,96078,94491,190569,356763,352934,709697
PERTH,2007,9,256285,260255,516540,102537,97623,200160,358822,357878,716700
PERTH,2007,10,285792,288483,574275,122294,91943,214237,408086,380426,788512
PERTH,2007,11,267972,269282,537254,101676,93373,195049,369648,362655,732303
PERTH,2007,12,277894,274396,552290,113436,127961,241397,391330,402357,793687
PERTH,2008,1,273258,281233,554491,132455,108628,241083,405713,389861,795574
PERTH,2008,2,247955,254730,502685,110164,85160,195324,358119,339890,698009
PERTH,2008,3,280666,274207,554873,104167,102936,207103,384833,377143,761976
PERTH,2008,4,282404,285759,568163,96530,105857,202387,378934,391616,770550
PERTH,2008,5,268050,271377,539427,84799,95206,180005,352849,366583,719432
PERTH,2008,6,262804,256716,519520,92915,102743,195658,355719,359459,715178
PERTH,2008,7,291354,300383,591737,123325,100960,224285,414679,401343,816022
PERTH,2008,8,277328,274111,551439,101784,98531,200315,379112,372642,751754
PERTH,2008,9,279946,279988,559934,104803,102062,206865,384749,382050,766799
PERTH,2008,10,309029,307695,616724,129204,96292,225496,438233,403987,842220
PERTH,2008,11,280984,283844,564828,104018,98251,202269,385002,382095,767097
PERTH,2008,12,293070,288289,581359,115682,136550,252232,408752,424839,833591
PERTH,2009,1,284420,288108,572528,145541,115339,260880,429961,403447,833408
PERTH,2009,2,240828,246457,487285,108734,82162,190896,349562,328619,678181
PERTH,2009,3,290377,290272,580649,101113,102056,203169,391490,392328,783818
PERTH,2009,4,289319,288945,578264,108813,114652,223465,398132,403597,801729
PERTH,2009,5,273757,276679,550436,91788,105108,196896,365545,381787,747332
PERTH,2009,6,263657,260439,524096,98608,114593,213201,362265,375032,737297
PERTH,2009,7,300210,303804,604014,128152,112281,240433,428362,416085,844447
PERTH,2009,8,287863,285473,573336,110726,106906,217632,398589,392379,790968
PERTH,2009,9,292571,296351,588922,121982,120913,242895,414553,417264,831817
PERTH,2009,10,308512,308055,616567,143712,114485,258197,452224,422540,874764
PERTH,2009,11,287543,289705,577248,124069,119648,243717,411612,409353,820965
PERTH,2009,12,296308,291384,587692,128445,154911,283356,424753,446295,871048
PERTH,2010,1,286464,288436,574900,162965,132416,295381,449429,420852,870281
PERTH,2010,2,257710,260696,518406,121055,104937,225992,378765,365633,744398
PERTH,2010,3,310802,308441,619243,123514,128335,251849,434316,436776,871092
PERTH,2010,4,302872,302407,605279,120962,123936,244898,423834,426343,850177
PERTH,2010,5,287923,286187,574110,104309,114443,218752,392232,400630,792862
PERTH,2010,6,287123,283871,570994,115473,143302,258775,402596,427173,829769
PERTH,2010,7,318123,322413,640536,152709,129033,281742,470832,451446,922278
PERTH,2010,8,308752,304122,612874,124979,124766,249745,433731,428888,862619
PERTH,2010,9,318333,314362,632695,135453,138472,273925,453786,452834,906620
PERTH,2010,10,334601,336074,670675,159154,123118,282272,493755,459192,952947
PERTH,2010,11,319379,318384,637763,126434,125609,252043,445813,443993,889806
PERTH,2010,12,334075,328303,662378,132438,165897,298335,466513,494200,960713
PERTH,2011,1,314220,319155,633375,181208,142653,323861,495428,461808,957236
PERTH,2011,2,274070,276149,550219,132824,109037,241861,406894,385186,792080
PERTH,2011,3,330530,331084,661614,123725,124375,248100,454255,455459,909714
PERTH,2011,4,329318,332212,661530,128507,145585,274092,457825,477797,935622
PERTH,2011,5,334896,330573,665469,126487,127062,253549,461383,457635,919018
PERTH,2011,6,309801,305518,615319,122825,142806,265631,432626,448324,880950
PERTH,2011,7,350500,356774,707274,161562,144998,306560,512062,501772,1013834
PERTH,2011,8,351078,345010,696088,139530,127583,267113,490608,472593,963201
PERTH,2011,9,346669,345169,691838,140559,144486,285045,487228,489655,976883
PERTH,2011,10,352748,356350,709098,165756,135565,301321,518504,491915,1010419
PERTH,2011,11,358408,357742,716150,137757,132561,270318,496165,490303,986468
PERTH,2011,12,360465,347593,708058,136199,175818,312017,496664,523411,1020075
PERTH,2012,1,352760,360850,713610,188945,147847,336792,541705,508697,1050402
PERTH,2012,2,325182,329065,654247,144942,116154,261096,470124,445219,915343
PERTH,2012,3,372895,368765,741660,139493,142470,281963,512388,511235,1023623
PERTH,2012,4,369818,366259,736077,146446,153732,300178,516264,519991,1036255
PERTH,2012,5,368165,369693,737858,123171,135126,258297,491336,504819,996155
PERTH,2012,6,360736,354342,715078,134790,154268,289058,495526,508610,1004136
PERTH,2012,7,398586,400597,799183,173443,149645,323088,572029,550242,1122271
PERTH,2012,8,387883,387138,775021,144289,142521,286810,532172,529659,1061831
PERTH,2012,9,384328,379508,763836,155108,155652,310760,539436,535160,1074596
PERTH,2012,10,413707,419032,832739,183232,146786,330018,596939,565818,1162757
PERTH,2012,11,386062,384542,770604,147270,146048,293318,533332,530590,1063922
PERTH,2012,12,380373,379285,759658,150447,196943,347390,530820,576228,1107048
PERTH,2013,1,373730,383134,756864,208925,159037,367962,582655,542171,1124826
PERTH,2013,2,322002,320456,642458,152007,126370,278377,474009,446826,920835
PERTH,2013,3,381463,380000,761463,151995,151384,303379,533458,531384,1064842
PERTH,2013,4,381375,393724,775099,143640,162889,306529,525015,556613,1081628
PERTH,2013,5,380024,373231,753255,144424,147124,291548,524448,520355,1044803
PERTH,2013,6,357261,342828,700089,141523,160898,302421,498784,503726,1002510
PERTH,2013,7,398806,412089,810895,187095,169847,356942,585901,581936,1167837
PERTH,2013,8,373945,373517,747462,161495,159005,320500,535440,532522,1067962
